events,total_tracks_after_cuts,mean_tracks_per_event,pt_min,pt_max,eta_abs_max,centrality_present,phi_present,v2_2_all,c2_all,v2_pairs_used_all
20,22494,1124.7,0.15,50.0,0.8,True,True,0.023453289875016492,0.000550056805961551,106538830
