centrality,bin_low,bin_high,bin_center,bin_width,counts,dN_deta
30-50%,-0.7466666666666667,-0.7200000000000001,-0.7333333333333334,0.026666666666666616,59,737.5000000000015
30-50%,-0.7200000000000001,-0.6933333333333334,-0.7066666666666668,0.026666666666666727,55,687.4999999999984
30-50%,-0.6933333333333334,-0.6666666666666667,-0.68,0.026666666666666616,74,925.0000000000018
30-50%,-0.6666666666666667,-0.64,-0.6533333333333333,0.026666666666666727,59,737.4999999999984
30-50%,-0.64,-0.6133333333333334,-0.6266666666666667,0.026666666666666616,63,787.5000000000015
30-50%,-0.6133333333333334,-0.5866666666666667,-0.6000000000000001,0.026666666666666727,67,837.4999999999981
30-50%,-0.5866666666666667,-0.56,-0.5733333333333334,0.026666666666666616,66,825.0000000000016
30-50%,-0.56,-0.5333333333333334,-0.5466666666666667,0.026666666666666616,66,825.0000000000016
30-50%,-0.5333333333333334,-0.5066666666666667,-0.52,0.026666666666666727,75,937.4999999999978
30-50%,-0.5066666666666667,-0.48000000000000004,-0.4933333333333334,0.026666666666666672,73,912.4999999999998
30-50%,-0.48000000000000004,-0.45333333333333337,-0.4666666666666667,0.026666666666666672,83,1037.4999999999998
30-50%,-0.45333333333333337,-0.4266666666666667,-0.44000000000000006,0.026666666666666672,69,862.4999999999999
30-50%,-0.4266666666666667,-0.4,-0.41333333333333333,0.026666666666666672,83,1037.4999999999998
30-50%,-0.4,-0.37333333333333335,-0.3866666666666667,0.026666666666666672,74,924.9999999999999
30-50%,-0.37333333333333335,-0.3466666666666667,-0.36,0.026666666666666672,79,987.4999999999998
30-50%,-0.3466666666666667,-0.32,-0.33333333333333337,0.026666666666666672,75,937.4999999999998
30-50%,-0.32,-0.29333333333333333,-0.30666666666666664,0.026666666666666672,64,799.9999999999998
30-50%,-0.29333333333333333,-0.2666666666666667,-0.28,0.026666666666666616,83,1037.500000000002
30-50%,-0.2666666666666667,-0.24,-0.25333333333333335,0.026666666666666727,77,962.4999999999978
30-50%,-0.24,-0.21333333333333337,-0.22666666666666668,0.026666666666666616,89,1112.500000000002
30-50%,-0.21333333333333337,-0.18666666666666665,-0.2,0.026666666666666727,74,924.999999999998
30-50%,-0.18666666666666665,-0.16000000000000003,-0.17333333333333334,0.026666666666666616,79,987.5000000000018
30-50%,-0.16000000000000003,-0.1333333333333333,-0.14666666666666667,0.026666666666666727,97,1212.4999999999973
30-50%,-0.1333333333333333,-0.10666666666666669,-0.12,0.026666666666666616,78,975.0000000000018
30-50%,-0.10666666666666669,-0.07999999999999996,-0.09333333333333332,0.026666666666666727,75,937.4999999999978
30-50%,-0.07999999999999996,-0.053333333333333344,-0.06666666666666665,0.026666666666666616,86,1075.000000000002
30-50%,-0.053333333333333344,-0.026666666666666616,-0.03999999999999998,0.026666666666666727,65,812.4999999999982
30-50%,-0.026666666666666616,0.0,-0.013333333333333308,0.026666666666666616,72,900.0000000000017
30-50%,0.0,0.026666666666666727,0.013333333333333364,0.026666666666666727,74,924.999999999998
30-50%,0.026666666666666727,0.053333333333333344,0.040000000000000036,0.026666666666666616,71,887.5000000000017
30-50%,0.053333333333333344,0.07999999999999996,0.06666666666666665,0.026666666666666616,72,900.0000000000017
30-50%,0.07999999999999996,0.10666666666666669,0.09333333333333332,0.026666666666666727,78,974.9999999999977
30-50%,0.10666666666666669,0.1333333333333333,0.12,0.026666666666666616,90,1125.000000000002
30-50%,0.1333333333333333,0.16000000000000003,0.14666666666666667,0.026666666666666727,64,799.9999999999982
