centrality,bin_low,bin_high,bin_center,bin_width,counts,dN_dpT_per_event,invariant_yield_proxy
0-5%,0.47261874211191646,0.5077635332503974,0.4901911376811569,0.0351447911384809,6308,7179.442296463915,1456.8854400480936
0-5%,0.5077635332503974,0.5455217551187899,0.5266426441845936,0.037758221868392505,6235,6605.183921777136,1247.5818313308066
0-5%,0.5455217551187899,0.5860877471898521,0.5658047511543209,0.04056599207106226,6013,5929.104348752631,1042.371797963944
0-5%,0.5860877471898521,0.6296703003737725,0.6078790237818124,0.04358255318392035,5818,5339.751414239342,873.783885454452
0-5%,0.6296703003737725,0.676493731653399,0.6530820160135857,0.046823431279626515,5149,4398.652434718425,669.9649323926516
0-5%,0.676493731653399,0.7267990386313017,0.7016463851423503,0.0503053069779027,4764,3788.069518862217,537.0315459727133
0-5%,0.7267990386313017,0.7808451399310617,0.7538220892811818,0.05404610129976006,4435,3282.3829237204864,433.13226262105525
0-5%,0.7808451399310617,0.8389102078370584,0.8098776738840601,0.05806506790599664,4097,2822.3509574691357,346.6504267452352
0-5%,0.8389102078370584,0.9012931000317808,0.8701016539344195,0.06238289219472237,3819,2448.748280589074,279.94602087673496
0-5%,0.9012931000317808,0.9683148977997376,0.9348039989157592,0.0670217977679568,3436,2050.676116982798,218.21101072848916
0-5%,0.9683148977997376,1.0403205586150097,1.0043177282073736,0.07200566081527215,3065,1702.643911768628,168.6369931001461
0-5%,1.0403205586150097,1.1176806916182294,1.0790006251166195,0.07736013300321964,2762,1428.1257763013664,131.65728972049178
0-5%,1.1176806916182294,1.2007934651212615,1.1592370783697454,0.08311277350303214,2476,1191.6339188992026,102.25174820122267
0-5%,1.2007934651212615,1.2900866559574091,1.2454400605393352,0.08929319083614762,2187,979.6939630091749,78.24700976711217
0-5%,1.2900866559574091,1.38601985122504,1.3380532535912244,0.09593319526763078,1979,825.1575461357504,61.34280434308673
0-5%,1.38601985122504,1.489086813756876,1.437553332490958,0.10306696253183611,1998,775.4182139142181,53.655244869285895
0-5%,1.489086813756876,1.5998180234898973,1.5444524186233868,0.11073120973302131,1994,720.3027962243482,46.39174585425266
0-5%,1.5998180234898973,1.7187834078161408,1.659300715653019,0.11896538432624348,1660,558.1455511286263,33.45973645286145
0-5%,1.7187834078161408,1.8465952749673606,1.7826893413917508,0.12781186715121984,1320,413.1071799266495,23.050864845564444
0-5%,1.8465952749673606,1.9839114655315202,1.9152533702494403,0.13731619056415956,1136,330.915093211595,17.18662059496904
0-5%,1.9839114655315202,2.131438738321799,2.0576751019266597,0.14752727279027877,892,241.85358629059613,11.691651942102427
0-5%,2.131438738321799,2.289936408024979,2.210687573173389,0.15849766970318013,701,176.91111833070312,7.960271985038164
0-5%,2.289936408024979,2.4602202533520083,2.3750783306884937,0.17028384532702923,518,121.67918783022164,5.096106716871193
0-5%,2.4602202533520083,2.64316671580576,2.551693484578884,0.18294646245375157,373,81.55391364165754,3.179189762358312
0-5%,2.64316671580576,2.839717410676809,2.7414420632412844,0.19655069487104893,303,61.66348080301406,2.2374282292985197
0-5%,2.839717410676809,3.050883973485085,2.945300692080947,0.2111665628082764,195,36.93766615447457,1.2474982967293538
0-5%,3.050883973485085,3.2777532668117577,3.1643186201484212,0.2268692933266725,131,23.09699970041713,0.7260650147370806
0-5%,3.2777532668117577,3.5214929743206373,3.3996231205661975,0.24373970750887963,110,18.052044309767233,0.5281967998585962
0-5%,3.5214929743206373,3.783357610761187,3.6524252925409124,0.2618646364405497,78,11.914552657469363,0.3244864367995294
0-5%,3.783357610761187,4.064694978886332,3.9240262948237596,0.2813373681251452,33,4.69187583859402,0.11893638956221751
0-5%,4.064694978886332,4.366953106518446,4.215824042702389,0.3022581276321139,22,2.9114188157450327,0.06869456173382399
0-5%,4.366953106518446,4.691687699468186,4.529320402993316,0.3247345929497403,21,2.586727802448839,0.05680909048751723
0-5%,4.691687699468186,5.040570148665986,4.866128924067086,0.34888244919779954,11,1.2611697751254354,0.02578042615103295
0-5%,5.040570148665986,5.415396132718431,5.227983140692208,0.37482598405244527,9,0.9604456876437605,0.018274217160582657
0-5%,5.415396132718431,5.818094860166397,5.616745496442414,0.40269872744796587,2,0.198659679177499,0.0035182373353678884
0-5%,5.818094860166397,6.25073899901436,6.034416929590378,0.43264413884796316,7,0.6471831578386312,0.010668221952683375
0-5%,6.25073899901436,6.715555344637606,6.483147171825983,0.4648163456232455,1,0.0860554934796157,0.001320361547071327
